"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_type"
"ENSG00000134830",1173.8670866601,-3.3972823533518,0.264632025329885,-12.8377597122526,1.00747862953608e-37,6.57228683977863e-35,"C5AR2","protein_coding"
"ENSG00000134762",3567.38288013642,5.87273339267271,0.457598178765383,12.8338216041803,1.06003584621814e-37,6.80178082898758e-35,"DSC3","protein_coding"
"ENSG00000134760",2681.90239512186,8.27597900815026,0.64787405730507,12.7740552578621,2.28910263492309e-37,1.44512526183104e-34,"DSG1","protein_coding"
"ENSG00000224577",151.387067217203,-4.33027704885291,0.33936118367604,-12.7600835250111,2.73907229519594e-37,1.70174648740102e-34,"LINC01117","lncRNA"
"ENSG00000141750",3867.20129669056,7.13391440312073,0.559245472236999,12.7563203589022,2.87462422308548e-37,1.7580572924342e-34,"STAC2","protein_coding"
"ENSG00000248360",827.929630911371,-4.90383246273992,0.385242963776394,-12.7291941030395,4.07018546010641e-37,2.45094044760038e-34,"LINC00504","lncRNA"
"ENSG00000101425",79.1446497576217,5.75955331352893,0.45312017988755,12.7108735588829,5.14563880127358e-37,3.05159770182802e-34,"BPI","protein_coding"
"ENSG00000259459",642.164765266211,-5.17691239590796,0.408060364995826,-12.6866337434191,7.01359795046469e-37,4.0973020504349e-34,"LINC02568","lncRNA"
"ENSG00000143867",630.957061273325,4.72914756595911,0.374243990529074,12.6365357511111,1.32776160335266e-36,7.64263484070979e-34,"OSR1","protein_coding"
"ENSG00000163735",227.632094744824,6.7418651377701,0.533992350372566,12.625396474437,1.52969064730534e-36,8.67733646756205e-34,"CXCL5","protein_coding"
"ENSG00000164434",1561.78389063565,8.09791182039201,0.644643722479715,12.5618408091251,3.42275669999312e-36,1.9138588570633e-33,"FABP7","protein_coding"
"ENSG00000166535",1888.61888254807,6.42947724999177,0.512923592666543,12.5349610388689,4.80597588215031e-36,2.64944650708796e-33,"A2ML1","protein_coding"
"ENSG00000122733",154.312798184798,5.43074720315272,0.433661452332757,12.5230111506097,5.58744490884165e-36,3.03747473856904e-33,"PHF24","protein_coding"
"ENSG00000225194",53.8276384003412,5.38791641048071,0.430683300712668,12.5101586283125,6.56929103351658e-36,3.52230986771058e-33,"LINC00092","lncRNA"
"ENSG00000162482",1294.12204083286,-4.9732866600372,0.400972498800231,-12.4030617434313,2.5152575604959e-35,1.33040129966716e-32,"AKR7A3","protein_coding"
"ENSG00000157368",668.410150736034,3.66607299444798,0.295767246112722,12.3951284080009,2.77700540561961e-35,1.44926358108476e-32,"IL34","protein_coding"
"ENSG00000124102",3129.10634966057,8.91479589798835,0.719487969278845,12.3904725007755,2.94304228810889e-35,1.51570550261671e-32,"PI3","protein_coding"
"ENSG00000004838",816.336542877116,-3.85368560268735,0.311836828542857,-12.3580194831212,4.40885448325796e-35,2.23413364583324e-32,"ZMYND10","protein_coding"
"ENSG00000160182",8111.72154266262,-7.40723806799325,0.599425278196126,-12.3572333991055,4.452170981196e-35,2.23413364583324e-32,"TFF1","protein_coding"
"ENSG00000259374",40.9452460813148,5.46237497147142,0.443195190556954,12.3249870211971,6.6454182316904e-35,3.29251031653916e-32,"NDUFB4P11","transcribed_processed_pseudogene"
"ENSG00000163064",1718.58362680836,5.0168178111143,0.407168542357077,12.3212313556254,6.96230073272287e-35,3.40639266224382e-32,"EN1","protein_coding"
"ENSG00000213064",8118.87479748964,1.72306211623054,0.139890589830659,12.3172124609407,7.31803394942231e-35,3.53623662733752e-32,"SFT2D2","protein_coding"
"ENSG00000233823",36.3306177264227,-5.77309382935889,0.4687588252687,-12.3157016319632,7.4563861535739e-35,3.55915134679312e-32,"AL356311.1","lncRNA"
"ENSG00000118849",5953.37669611625,5.00099908029856,0.407023499057787,12.2867576242534,1.06700480744861e-34,5.03176327329469e-32,"RARRES1","protein_coding"
"ENSG00000238266",97.7959313092744,7.63401321552592,0.621373005629621,12.2857175100334,1.08081797523103e-34,5.03622575815686e-32,"LINC00707","lncRNA"
"ENSG00000179082",51.2380157752199,-4.27844032379705,0.349184696667037,-12.2526570168587,1.62580560656728e-34,7.48654791137057e-32,"C9orf106","lncRNA"
"ENSG00000143147",1363.31520908524,2.29523353282848,0.187435059099519,12.2454867507461,1.77608299187865e-34,8.08344934710725e-32,"GPR161","protein_coding"
"ENSG00000231826",528.675230973923,6.00843016190503,0.490997296463067,12.2371960195854,1.96711610678118e-34,8.84998753281864e-32,"LINC01819","lncRNA"
"ENSG00000185640",562.685861764523,8.1467999203041,0.667014984820188,12.2138184384273,2.62284282903655e-34,1.16659876331045e-31,"KRT79","protein_coding"
"ENSG00000082175",8510.36517866503,-5.50199410668825,0.45089911928762,-12.2022729061456,3.02267019200709e-34,1.32932959534101e-31,"PGR","protein_coding"
"ENSG00000124134",105.516084274169,4.67085472634591,0.382964794991318,12.1965642467261,3.24217627505838e-34,1.41002246202289e-31,"KCNS1","protein_coding"
"ENSG00000077274",2016.53663341203,6.62127155933495,0.542990223753619,12.1940898190818,3.34217404557451e-34,1.43753883865749e-31,"CAPN6","protein_coding"
"ENSG00000175356",22504.1619764714,-5.48070615734495,0.450145337977196,-12.1754146826743,4.20252736773437e-34,1.78794699674447e-31,"SCUBE2","protein_coding"
"ENSG00000256234",66.4462867866801,4.60639806963584,0.3799544303819,12.1235540404302,7.92465467344463e-34,3.33525708143329e-31,"AC022509.2","lncRNA"
"ENSG00000167656",611.096822567017,8.42702957733438,0.695987252452436,12.1080228806494,9.57749414894551e-34,3.98800743067953e-31,"LY6D","protein_coding"
"ENSG00000254231",280.076242023099,-3.36464539928866,0.278329313279395,-12.0887209458644,1.21158231684298e-33,4.99184668037378e-31,"AC103760.1","lncRNA"
"ENSG00000116176",127.306952936255,-5.93186242915588,0.491875756027905,-12.0596763643284,1.72459258323454e-33,7.03148732295659e-31,"TPSG1","protein_coding"
"ENSG00000186832",7849.33173015483,6.64788468228274,0.551590940155253,12.0522006405899,1.88839929802791e-33,7.61998318805262e-31,"KRT16","protein_coding"
"ENSG00000152463",35.0211365954972,5.51867556146331,0.458167914546031,12.0450939191834,2.05841834352508e-33,8.1382376145369e-31,"OLAH","protein_coding"
"ENSG00000285094",145.473868590225,-5.93215549450226,0.492471949061489,-12.0456718515791,2.04404182936296e-33,8.1382376145369e-31,"LINC01488","lncRNA"
"ENSG00000162989",3693.40582171844,-8.57369660152991,0.712927536531421,-12.0260421462231,2.59295621802454e-33,1.01490899329699e-30,"KCNJ3","protein_coding"
"ENSG00000176532",2642.47770310996,-4.40686612491565,0.367505602853564,-11.9912896312267,3.94711568862154e-33,1.52964411057758e-30,"PRR15","protein_coding"
"ENSG00000183943",2555.62490048672,2.36893557140557,0.198165297927677,11.9543411292432,6.16203516788719e-33,2.36459037751247e-30,"PRKX","protein_coding"
"ENSG00000158887",484.502133536071,5.40042456936124,0.452477352727976,11.9352372816058,7.75374703519172e-33,2.94649915247028e-30,"MPZ","protein_coding"
"ENSG00000092758",2102.92745109585,5.27271576569066,0.442432765844348,11.9175526153179,9.58839194814051e-33,3.60864662732854e-30,"COL9A3","protein_coding"
"ENSG00000207422",41.3824667549977,-8.0014998164168,0.671456638932302,-11.9166292392911,9.69522580734403e-33,3.61410317452622e-30,"RNU6-813P","snRNA"
"ENSG00000065978",23260.9584314023,1.51250445144109,0.126996787888797,11.9097850944505,1.05248167757951e-32,3.88633823982448e-30,"YBX1","protein_coding"
"ENSG00000287952",116.528813464846,-8.59339237290876,0.723078003998031,-11.8844610476246,1.42551578043199e-32,5.21459001512978e-30,"AC105328.1","lncRNA"
"ENSG00000186847",26402.0192178272,6.8181916733964,0.575467689099397,11.8480877424531,2.20157391541324e-32,7.97887079844347e-30,"KRT14","protein_coding"
"ENSG00000227038",99.7189132197349,-3.81230600450268,0.322165386115915,-11.8333817622822,2.62354641769444e-32,9.42093856284203e-30,"GTF2IP7","transcribed_unprocessed_pseudogene"
"ENSG00000163879",2552.18789154737,-3.55389113959562,0.300680814345847,-11.8194808914808,3.09591611709758e-32,1.10161138853924e-29,"DNALI1","protein_coding"
"ENSG00000256612",10287.8518569286,-7.21604908635514,0.611700105361792,-11.796710549996,4.05868846333967e-32,1.4311813075998e-29,"CYP2B7P","transcribed_unprocessed_pseudogene"
"ENSG00000287900",348.732010249715,-9.41530609232233,0.798450247375785,-11.791975922441,4.29347987124213e-32,1.500456211074e-29,"AC061961.1","lncRNA"
"ENSG00000170419",2441.73389248007,-11.0105207902565,0.935340812579424,-11.7716672277909,5.46339682661447e-32,1.89241429372139e-29,"VSTM2A","protein_coding"
"ENSG00000253348",42.385656900998,4.48768386099881,0.381407771129641,11.7661049425064,5.83572590539907e-32,2.00365041809846e-29,"AC008514.1","lncRNA"
"ENSG00000259725",98.2687275598015,-4.63363818097746,0.393901386886748,-11.7634472363757,6.02241735281447e-32,2.04976902266531e-29,"AC106738.2","lncRNA"
"ENSG00000275874",59.3124705972598,5.26034064983718,0.447688927454167,11.7499905118286,7.06267776009454e-32,2.38310577765397e-29,"PICSAR","lncRNA"
"ENSG00000251169",51.9755489077677,-5.21097264130762,0.444230229199899,-11.7303422837592,8.90976508123934e-32,2.98065910294691e-29,"LINC01843","lncRNA"
"ENSG00000253125",496.544618138516,-5.74894669391075,0.490258651279705,-11.726354402731,9.33951553310224e-32,3.0979489617047e-29,"AC055854.1","lncRNA"
"ENSG00000116711",503.647825342701,3.47651362808228,0.297305734368883,11.6933958083997,1.37765844591287e-31,4.53133859088032e-29,"PLA2G4A","protein_coding"
"ENSG00000137673",9844.39519139698,4.64955400321037,0.397664758590362,11.6921449607253,1.39810342244619e-31,4.56026383816386e-29,"MMP7","protein_coding"
"ENSG00000231290",248.404631005932,4.99522584156805,0.427499664179911,11.68474798957,1.52531298278565e-31,4.93407235200107e-29,"APCDD1L-DT","lncRNA"
"ENSG00000148604",42.0632365713712,7.29498643694013,0.625620783121015,11.660396575299,2.03094239405992e-31,6.51582920048356e-29,"RGR","protein_coding"
"ENSG00000185479",5870.73478663225,6.40248412097448,0.549195852891947,11.6579251049701,2.09075272309549e-31,6.6531831166407e-29,"KRT6B","protein_coding"
"ENSG00000172425",85.1153299095692,-4.09915835291815,0.351761430745586,-11.653234250923,2.20912280641931e-31,6.97316740048856e-29,"TTC36","protein_coding"
"ENSG00000165071",190.481811055873,3.3327998138569,0.286241260807284,11.6433242519175,2.48151340926347e-31,7.70864415491918e-29,"TMEM71","protein_coding"
"ENSG00000224739",22.5703597450108,6.5591094865474,0.563324209928996,11.6435781934069,2.47413382496464e-31,7.70864415491918e-29,"AC016735.1","lncRNA"
"ENSG00000128422",18666.3825875528,5.47907750800689,0.471200618849904,11.6279081325914,2.97293799931803e-31,9.16250127805567e-29,"KRT17","protein_coding"
"ENSG00000143412",2634.41816632319,-3.16959084804049,0.272647681006299,-11.6252257724769,3.06781243153441e-31,9.38103487364753e-29,"ANXA9","protein_coding"
"ENSG00000196208",7214.43601479889,-4.07002830434596,0.35012628421801,-11.6244580535739,3.09551550737722e-31,9.39236995924433e-29,"GREB1","protein_coding"
"ENSG00000287914",255.908542248773,-5.32105545465502,0.458879001704836,-11.5957702027901,4.32953108009311e-31,1.30355520004557e-28,"AL078582.2","lncRNA"
"ENSG00000218416",435.724472308501,-5.30674081455629,0.457686813043558,-11.5946989585895,4.38404418870359e-31,1.30989216480952e-28,"AC110619.1","lncRNA"
"ENSG00000107485",32538.4318977017,-3.23973753322447,0.280384542679406,-11.5546224562344,6.99542332563961e-31,2.07430200294591e-28,"GATA3","protein_coding"
"ENSG00000283162",64.3094915827511,-4.59587912497282,0.398120657008066,-11.5439353474183,7.92162603336467e-31,2.33128093663103e-28,"AL390726.5","transcribed_unprocessed_pseudogene"
"ENSG00000131759",5986.00874171273,-2.2124768284863,0.191692953448514,-11.5417744298073,8.12319986420872e-31,2.37276243197756e-28,"RARA","protein_coding"
"ENSG00000287313",36.3076274115936,6.78855828693843,0.589855156077674,11.5088563980349,1.19046553593872e-30,3.45155641053166e-28,"AC016995.1","lncRNA"
"ENSG00000003989",13719.1134944471,-4.92773405274283,0.428798397779587,-11.4919600405685,1.44788985093639e-30,4.16704828349275e-28,"SLC7A2","protein_coding"
"ENSG00000204385",6741.93827977317,-4.51754603032222,0.393355058470167,-11.4846521813952,1.57568321255471e-30,4.50173843960612e-28,"SLC44A4","protein_coding"
"ENSG00000253768",198.192028668657,-7.11120670467028,0.620264851945131,-11.4647906976669,1.98238269458216e-30,5.62264065569858e-28,"AC008663.1","lncRNA"
"ENSG00000265190",286.98150951222,5.24491831490707,0.458157018106071,11.4478619941008,2.41016744300589e-30,6.78678876882686e-28,"ANXA8","protein_coding"
"ENSG00000268496",43.302368016081,6.37954562380003,0.557540244597107,11.4423051710107,2.56965822512533e-30,7.18421375640219e-28,"AC245884.9","lncRNA"
"ENSG00000230393",75.3033925745081,-5.29350282832936,0.462847940703054,-11.4368075620876,2.73775053567696e-30,7.59987898701644e-28,"AC092667.1","lncRNA"
"ENSG00000160307",566.260919487118,4.44460036878206,0.388857380744453,11.4298984380161,2.96455355734264e-30,8.17152047802454e-28,"S100B","protein_coding"
"ENSG00000115596",212.784196621653,5.25572266157679,0.460374119566681,11.4161992132043,3.47083400236314e-30,9.50013382423046e-28,"WNT6","protein_coding"
"ENSG00000163017",8879.0087331216,5.64409760932934,0.49449868562382,11.4137767670893,3.56889556445287e-30,9.70070425612847e-28,"ACTG2","protein_coding"
"ENSG00000156219",730.424590382955,6.32486115909056,0.554316791038757,11.4101922607074,3.71906378331502e-30,1.00391638305333e-27,"ART3","protein_coding"
"ENSG00000175040",678.302234088122,2.69559466436012,0.236354293657213,11.4048897637949,3.95277694650939e-30,1.05969618125564e-27,"CHST2","protein_coding"
"ENSG00000121270",3017.81147765106,-5.96315443731627,0.523644351573227,-11.3877948256306,4.81009052116513e-30,1.28076022509472e-27,"ABCC11","protein_coding"
"ENSG00000175985",513.9126536717,-4.61328552905136,0.405192740025467,-11.3854101353381,4.94351066918022e-30,1.30739156150259e-27,"PLEKHD1","protein_coding"
"ENSG00000204677",99.4941745112732,-3.7618641721767,0.330794897273212,-11.3721952883381,5.75223773720852e-30,1.51106266625556e-27,"FAM153CP","lncRNA"
"ENSG00000187720",6974.32895100107,-3.31183628298114,0.291273361594345,-11.3701996806475,5.88527978437732e-30,1.53570490693542e-27,"THSD4","protein_coding"
"ENSG00000241106",196.363385086251,3.25447107945645,0.286972932108639,11.340690062798,8.24914050322088e-30,2.13827555256006e-27,"HLA-DOB","protein_coding"
"ENSG00000172548",129.387321167675,4.81163981353475,0.424876928937775,11.3247848631467,9.89214382324777e-30,2.54729211437988e-27,"NIPAL4","protein_coding"
"ENSG00000103355",119.391296102191,8.0300057498902,0.711054199244941,11.2930993986354,1.41941454433669e-29,3.63119638430603e-27,"PRSS33","protein_coding"
"ENSG00000074410",24428.5807130632,-4.00152995971594,0.355671083650173,-11.2506474202207,2.29898318891113e-29,5.84314941540067e-27,"CA12","protein_coding"
"ENSG00000134757",1775.05774957045,5.82663292509355,0.518800755583995,11.230964609014,2.87324465198713e-29,7.25559154344698e-27,"DSG3","protein_coding"
"ENSG00000050438",1685.5648553335,-3.40021204682803,0.303097538289696,-11.2182106988218,3.31918145310496e-29,8.32795392666547e-27,"SLC4A8","protein_coding"
"ENSG00000020633",1470.24300127049,2.68852227156065,0.239707767808419,11.2158329124711,3.40961240573471e-29,8.50035918298487e-27,"RUNX3","protein_coding"
"ENSG00000254607",35.2915991670354,5.75939517825594,0.513767496870644,11.2101197785699,3.63700873214196e-29,9.0098834673904e-27,"AP001783.1","lncRNA"
"ENSG00000154645",244.651393428429,4.62772467401073,0.413044780838727,11.2039296674169,3.90039633854133e-29,9.60159830734882e-27,"CHODL","protein_coding"
"ENSG00000183323",2121.95641457219,-1.57463733923794,0.14056868856981,-11.2019067351257,3.99050871777067e-29,9.76203135764137e-27,"CCDC125","protein_coding"
"ENSG00000073792",794.562982605332,4.06445022938555,0.363053258170359,11.1951900662419,4.30478088164781e-29,1.04654303409054e-26,"IGF2BP2","protein_coding"
"ENSG00000196196",426.444232561794,5.25042956929836,0.469019059301095,11.1944908531484,4.3388759479061e-29,1.04832063874687e-26,"HRCT1","protein_coding"
"ENSG00000205325",58.1366412399814,6.39150445015479,0.571301769384025,11.187615359648,4.68874174785138e-29,1.12590209050706e-26,"AC005863.1","lncRNA"
"ENSG00000146476",7705.62908130693,-3.02080204657254,0.27021417017902,-11.1792880609156,5.15014751218966e-29,1.22915807179644e-26,"ARMT1","protein_coding"
"ENSG00000064787",1877.74920155641,-4.57784386199675,0.410376597018992,-11.1552264316498,6.75207033669621e-29,1.60171384877955e-26,"BCAS1","protein_coding"
"ENSG00000119661",1353.92275273126,-1.36201239434522,0.122283524112873,-11.138151310458,8.17996910227316e-29,1.92874801585587e-26,"DNAL1","protein_coding"
"ENSG00000143013",5971.42716616317,2.49530157096394,0.22565526620117,11.0580249819625,2.00462989911161e-28,4.69839634018728e-26,"LMO4","protein_coding"
"ENSG00000106537",20914.5181591559,-2.53511244806414,0.229375990257508,-11.052213639353,2.13875084282645e-28,4.98290754399227e-26,"TSPAN13","protein_coding"
"ENSG00000256916",174.39428836287,5.95531605115193,0.539396738842824,11.0406971757522,2.4313925608208e-28,5.63119149249036e-26,"AP000851.1","lncRNA"
"ENSG00000006071",703.27230520465,-5.4034960680309,0.48949202529844,-11.0389869267766,2.47811332449562e-28,5.70563727259312e-26,"ABCC8","protein_coding"
"ENSG00000288009",24.9837612471255,3.83708426176649,0.347807980685756,11.0321915391392,2.67271462824194e-28,6.11770311485484e-26,"AL353135.2","lncRNA"
"ENSG00000122694",2489.49084251881,2.13893835232612,0.19398222599771,11.0264656533603,2.84840244885919e-28,6.48193722388357e-26,"GLIPR2","protein_coding"
"ENSG00000182253",3661.83304525917,3.74043879638409,0.339452452933984,11.0190359917992,3.09354278467771e-28,6.99909584595783e-26,"SYNM","protein_coding"
"ENSG00000288605",23.5891477133712,5.28607246331196,0.480588959597474,10.9991550112583,3.85729364325963e-28,8.67691554544973e-26,"AC007461.1","lncRNA"
"ENSG00000135925",184.61024659274,3.70929575400076,0.337258462180657,10.998377120079,3.8907084178589e-28,8.70206961048088e-26,"WNT10A","protein_coding"
"ENSG00000278385",102.45733568977,-2.12180087948352,0.193054717032678,-10.9906709978206,4.23763852048762e-28,9.42417098468215e-26,"AC121338.2","lncRNA"
