"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_type"
"ENSG00000264230",251.960440142763,-3.36416172059789,0.483707938618083,-6.95494419671722,3.52701619826556e-12,3.89529548696053e-09,"ANXA8L1","protein_coding"
"ENSG00000121621",806.406312411527,1.45540384853848,0.210623385638789,6.90998221362959,4.84714473793899e-12,4.65123930478062e-09,"KIF18A","protein_coding"
"ENSG00000265190",286.98150951222,-3.14825910037404,0.458512737624539,-6.86624131029495,6.5915538658317e-12,6.15419535932854e-09,"ANXA8","protein_coding"
"ENSG00000101447",1820.80430292784,1.73995816354668,0.253887913160504,6.85325324032541,7.21891249749934e-12,6.56256137437144e-09,"FAM83D","protein_coding"
"ENSG00000090889",2465.94994890177,1.37128229781724,0.20029826840838,6.84620146102005,7.58366625304764e-12,6.66063007134525e-09,"KIF4A","protein_coding"
"ENSG00000154920",311.385940643063,1.63990950084689,0.239620023258092,6.84379159366228,7.71240998274164e-12,6.66063007134525e-09,"EME1","protein_coding"
"ENSG00000066279",3110.14235354199,1.47756298329652,0.217956055395142,6.77917840189288,1.20861210520862e-11,1.01832939449834e-08,"ASPM","protein_coding"
"ENSG00000198826",1455.06687244357,1.49178555269742,0.220776019260862,6.75700901615937,1.40869427795793e-11,1.1586510436204e-08,"ARHGAP11A","protein_coding"
"ENSG00000011677",123.144043340469,5.10872820722431,0.757952110083174,6.7401728146963,1.5819835765174e-11,1.24203687842713e-08,"GABRA3","protein_coding"
"ENSG00000112742",1655.17791633039,1.39758812121042,0.207258872321839,6.74320045049842,1.54935219746049e-11,1.24203687842713e-08,"TTK","protein_coding"
"ENSG00000088305",799.77426786067,1.47543015205421,0.219812306084136,6.7122272557819,1.91675857228825e-11,1.47143166399328e-08,"DNMT3B","protein_coding"
"ENSG00000178999",1345.51677797143,1.55544329027807,0.231872375512306,6.70818715183914,1.97057101264602e-11,1.47985599199689e-08,"AURKB","protein_coding"
"ENSG00000215784",70.4825996310718,2.11178108646249,0.317056471810781,6.66058344244365,2.72742663309406e-11,1.96289485500488e-08,"FAM72D","protein_coding"
"ENSG00000234493",28.1055311116485,5.09379531285356,0.764435477426035,6.6634731946313,2.67430842046989e-11,1.96289485500488e-08,"RHOXF1P1","transcribed_unprocessed_pseudogene"
"ENSG00000089685",4361.37787395022,1.61018083300997,0.24209211537819,6.65110811434148,2.90894493988258e-11,2.00979005896487e-08,"BIRC5","protein_coding"
"ENSG00000182628",3128.96734715457,1.1719401081656,0.176169613945695,6.65233965107548,2.88470031680368e-11,2.00979005896487e-08,"SKA2","protein_coding"
"ENSG00000159409",113.655652765777,3.29910831544598,0.497459442650909,6.63191414734311,3.31361306181067e-11,2.20132236962018e-08,"CELF3","protein_coding"
"ENSG00000167800",11.2074507524601,4.62521182326223,0.697316490142867,6.63287314819503,3.29214727723548e-11,2.20132236962018e-08,"TBX10","protein_coding"
"ENSG00000115163",776.492253573601,1.49271581160273,0.226225211308665,6.59836188445877,4.15725511595334e-11,2.70966750906808e-08,"CENPA","protein_coding"
"ENSG00000198930",39.5308542342042,5.5115735645298,0.838760211215143,6.57109563714876,4.99463645549954e-11,3.14857962709817e-08,"CSAG1","protein_coding"
"ENSG00000266524",71.3857114179461,-2.94993880105882,0.448963676906762,-6.57055114432217,5.01293615546098e-11,3.14857962709817e-08,"GDF10","protein_coding"
"ENSG00000096006",3958.51076417834,5.51731821606156,0.840072347002315,6.56767031524054,5.11085406648136e-11,3.15275810226069e-08,"CRISP3","protein_coding"
"ENSG00000119771",303.658932947052,-2.00206404693251,0.307753171883506,-6.50542132410696,7.74759245388243e-11,4.58043852948851e-08,"KLHL29","protein_coding"
"ENSG00000181577",92.7561118169506,3.36402325631589,0.517226530085757,6.50396501462933,7.82300979128157e-11,4.58043852948851e-08,"C6orf223","lncRNA"
"ENSG00000237649",3216.00989606843,1.30023965172665,0.199840830432419,6.50637634417934,7.69852168592418e-11,4.58043852948851e-08,"KIFC1","protein_coding"
"ENSG00000138778",1850.90773387084,1.39071365336683,0.213947377700029,6.50026033652405,8.01811325986356e-11,4.61642870936645e-08,"CENPE","protein_coding"
"ENSG00000108576",594.319850245796,-3.53733701186547,0.544419681297615,-6.4974451390778,8.16954685805149e-11,4.62650813461293e-08,"SLC6A4","protein_coding"
"ENSG00000166426",2743.37161785327,4.55205855277322,0.70152133022243,6.48883840970296,8.65006791039981e-11,4.78333617933152e-08,"CRABP1","protein_coding"
"ENSG00000169607",983.223483115893,1.41799337789633,0.218570934668718,6.48756606199969,8.72340944558939e-11,4.78333617933152e-08,"CKAP2L","protein_coding"
"ENSG00000166851",2275.80392679309,1.32703405945536,0.20532618475955,6.46305321948782,1.02611183488826e-10,5.53859895878357e-08,"PLK1","protein_coding"
"ENSG00000100526",915.032224291978,1.48609730934208,0.230101878152528,6.45843189666185,1.05793452688619e-10,5.59202191698964e-08,"CDKN3","protein_coding"
"ENSG00000151025",238.92012075741,3.16801896378022,0.490637520882367,6.45694393303395,1.06838456077961e-10,5.59202191698964e-08,"GPR158","protein_coding"
"ENSG00000157456",2209.62302621625,1.32119272156508,0.205136845268426,6.440543237546,1.19046635111561e-10,6.1380089700431e-08,"CCNB2","protein_coding"
"ENSG00000128422",18666.3825875528,-3.0325809325898,0.471207462763968,-6.4357659252711,1.228522357934e-10,6.15062389200434e-08,"KRT17","protein_coding"
"ENSG00000185652",72.846779776876,-2.99529658678657,0.465258307891199,-6.43792176514346,1.21120397658802e-10,6.15062389200434e-08,"NTF3","protein_coding"
"ENSG00000171450",22.5226714127324,5.05220474099127,0.786613295498226,6.42272991049726,1.33851865048463e-10,6.60558954014167e-08,"CDK5R2","protein_coding"
"ENSG00000075886",442.237391809798,-3.00710142651932,0.469848933450868,-6.40014526463487,1.55229194961542e-10,7.55266554922035e-08,"TUBA3D","protein_coding"
"ENSG00000174680",34.8614487344496,-2.85112219420886,0.445776469879077,-6.39585618994708,1.59650210634959e-10,7.65988406442314e-08,"GRIK1-AS1","lncRNA"
"ENSG00000141750",3867.20129669056,-3.57092450048191,0.559307940423147,-6.38454104152413,1.71912273810497e-10,8.1352184914844e-08,"STAC2","protein_coding"
"ENSG00000156787",962.515495613073,1.15743986121683,0.182260637510304,6.35046533923923,2.14664575512837e-10,1.00210645420148e-07,"TBC1D31","protein_coding"
"ENSG00000233559",16.4089822391414,-2.57346734888715,0.406904582815538,-6.32449831623984,2.54056622656979e-10,1.17018480395804e-07,"LINC00513","lncRNA"
"ENSG00000164403",2922.41550161399,-2.31187038316337,0.365901754698196,-6.31828176137132,2.64487465552254e-10,1.20219993388192e-07,"SHROOM1","protein_coding"
"ENSG00000019186",138.635319438923,-3.96008517509952,0.627738667748197,-6.30849329276625,2.81764940027585e-10,1.26409998094194e-07,"CYP24A1","protein_coding"
"ENSG00000134757",1775.05774957045,-3.26857487219749,0.518872474368794,-6.29937997033605,2.98838607428778e-10,1.29635035310229e-07,"DSG3","protein_coding"
"ENSG00000171199",27.5941353397006,-4.9290882579036,0.782240525928845,-6.3012437920558,2.95266541026254e-10,1.29635035310229e-07,"OPRPN","protein_coding"
"ENSG00000198077",174.603249625764,-4.57562797420063,0.726443577208663,-6.29866946003204,3.00211400342114e-10,1.29635035310229e-07,"CYP2A7","protein_coding"
"ENSG00000260742",55.6244448619585,-2.46969299921202,0.392603396364269,-6.29055434079987,3.16334288138676e-10,1.34910715848772e-07,"AC009962.1","lncRNA"
"ENSG00000148053",2462.24496624983,-2.33972293672804,0.373057406287113,-6.2717503989918,3.57011576115631e-10,1.50402010937981e-07,"NTRK2","protein_coding"
"ENSG00000143867",630.957061273325,-2.34430798855516,0.374493951052288,-6.25993552624256,3.85136668162425e-10,1.6029573736953e-07,"OSR1","protein_coding"
"ENSG00000134057",4490.8693978725,1.16065466960804,0.185488621109094,6.2572823209754,3.91743876957187e-10,1.61104669398643e-07,"CCNB1","protein_coding"
"ENSG00000229140",14.9358339053021,3.18467234272374,0.509239366848504,6.25378270032914,4.00628348860586e-10,1.62820074251635e-07,"CCDC26","lncRNA"
"ENSG00000051341",735.987839803654,1.3438612103935,0.215010157548547,6.25022196958333,4.09869752623891e-10,1.6463896051619e-07,"POLQ","protein_coding"
"ENSG00000109424",15.3455800665927,-3.435674461378,0.550109189150939,-6.24544095815007,4.22606150007921e-10,1.67803786804869e-07,"UCP1","protein_coding"
"ENSG00000100146",2956.52493002344,-3.05096241002773,0.489985740869059,-6.22663509476095,4.76559311825611e-10,1.87076607125179e-07,"SOX10","protein_coding"
"ENSG00000262904",11.2187392301461,1.93025021459237,0.310645989020075,6.2136653387391,5.17627116146563e-10,2.00914929520034e-07,"TMPOP2","processed_pseudogene"
"ENSG00000257167",252.896537947449,1.36383890687725,0.220004422111397,6.19914315261667,5.67713784841363e-10,2.17907474414943e-07,"TMPO-AS1","lncRNA"
"ENSG00000260903",40.7581532480783,4.3100235079365,0.697795674083651,6.17662686659164,6.54855916953895e-10,2.48593380782113e-07,"XKR7","protein_coding"
"ENSG00000146374",248.977974841592,-2.33715568284058,0.379206780950808,-6.16327502630752,7.12555889224519e-10,2.67556991231098e-07,"RSPO3","protein_coding"
"ENSG00000080839",1518.08237080842,1.15363299785753,0.18751878909734,6.15209282979471,7.64670953761848e-10,2.83454619390575e-07,"RBL1","protein_coding"
"ENSG00000179097",61.3270941396556,-2.41104560300251,0.391993849990146,-6.15072303573926,7.71305086777074e-10,2.83454619390575e-07,"HTR1F","protein_coding"
"ENSG00000137135",456.328415047641,1.33062759220158,0.216671798927656,6.14121264874836,8.18938633386418e-10,2.97791948319303e-07,"ARHGEF39","protein_coding"
"ENSG00000129167",202.298088846072,-2.89441826959222,0.4719878799945,-6.13239956421328,8.65633583573792e-10,3.11492834839132e-07,"TPH1","protein_coding"
"ENSG00000136158",689.907295400338,-1.43802396553552,0.235142924565982,-6.11553151424721,9.62356613756666e-10,3.42727930126021e-07,"SPRY2","protein_coding"
"ENSG00000154839",909.518681123641,1.46449108478471,0.239591953043687,6.11243852800713,9.8120108581864e-10,3.45873382751071e-07,"SKA1","protein_coding"
"ENSG00000224272",63.5509855503761,2.57120158053859,0.421147421089411,6.10522931349665,1.02653190768737e-09,3.58197421727879e-07,"AC131097.2","lncRNA"
"ENSG00000090376",938.326982970408,-2.31320395576409,0.379377492946343,-6.09736739467372,1.07829501479277e-09,3.70357080077414e-07,"IRAK3","protein_coding"
"ENSG00000117148",161.538559674278,4.02338335786584,0.659928322017245,6.09669751037099,1.0828213949289e-09,3.70357080077414e-07,"ACTL8","protein_coding"
"ENSG00000149636",2257.30023087914,1.04637720328138,0.171701902536326,6.09415031414693,1.10020245579565e-09,3.72612684661381e-07,"DSN1","protein_coding"
"ENSG00000134762",3567.38288013642,-2.7871281497898,0.457657664234597,-6.08998464922705,1.12921514816043e-09,3.78725604788368e-07,"DSC3","protein_coding"
"ENSG00000117724",10983.2322784697,1.21228015212229,0.199763838382028,6.06856657311484,1.29056918375356e-09,4.0901571057584e-07,"CENPF","protein_coding"
"ENSG00000123243",1124.6249407776,-1.93533779480713,0.318866279602258,-6.06943386180942,1.28361940092778e-09,4.0901571057584e-07,"ITIH5","protein_coding"
"ENSG00000126561",3227.35369353659,-1.27453365909994,0.20988372240403,-6.07257029988459,1.25878961858028e-09,4.0901571057584e-07,"STAT5A","protein_coding"
"ENSG00000147027",2218.66748127712,-2.10730923130271,0.346991267079864,-6.07309010695559,1.2547200215089e-09,4.0901571057584e-07,"TMEM47","protein_coding"
"ENSG00000168309",692.560202501098,-2.41664261516037,0.398100785300911,-6.07042915862051,1.27568881111138e-09,4.0901571057584e-07,"FAM107A","protein_coding"
"ENSG00000203972",98.1241421552184,7.6437642653024,1.2592952923768,6.06987440640354,1.28010320213818e-09,4.0901571057584e-07,"GLYATL3","protein_coding"
"ENSG00000141639",338.267546688288,-3.44360041564921,0.569052648046615,-6.05146189455411,1.43537240076372e-09,4.50772178039841e-07,"MAPK4","protein_coding"
"ENSG00000129173",583.697585066075,1.75433439807349,0.290729578763628,6.03424806493396,1.59704574305913e-09,4.97026533279078e-07,"E2F8","protein_coding"
"ENSG00000111665",1485.8633351948,1.3526131134811,0.224481253703137,6.02550587707359,1.68581491466443e-09,5.19583610184359e-07,"CDCA3","protein_coding"
"ENSG00000171819",18.4978764954561,-3.50517829888893,0.581850753478779,-6.02418795186243,1.69960769867803e-09,5.19583610184359e-07,"ANGPTL7","protein_coding"
"ENSG00000186871",603.775557359565,1.29494311765551,0.215464821423095,6.0099978692703,1.8552576523631e-09,5.6219189123582e-07,"ERCC6L","protein_coding"
"ENSG00000140451",311.628829523933,1.57689780607117,0.262446652449135,6.00845082745641,1.87304404935841e-09,5.62646145087708e-07,"PIF1","protein_coding"
"ENSG00000101003",1760.31873991875,1.23658612293568,0.205879637423544,6.00635467601745,1.89740886263657e-09,5.65051630687762e-07,"GINS1","protein_coding"
"ENSG00000158402",525.713295197708,1.27811997135491,0.212893381113434,6.0035683808972,1.93027415460616e-09,5.69925817699741e-07,"CDC25C","protein_coding"
"ENSG00000128944",1553.05673971113,0.948016304664483,0.157984944670611,6.00067497976493,1.96498968129101e-09,5.75259055425406e-07,"KNSTRN","protein_coding"
"ENSG00000154529",38.6262994947153,-2.24625726325509,0.374473549179604,-5.99844039232193,1.99221621965762e-09,5.78328649647668e-07,"CNTNAP3B","protein_coding"
"ENSG00000165501",710.628293672419,0.87706526746883,0.146304897418477,5.99477722854452,2.03764576227632e-09,5.86587273815295e-07,"LRR1","protein_coding"
"ENSG00000133392",2792.33045715432,-2.22660158675652,0.371597871445634,-5.99196539553451,2.07320047571626e-09,5.88466266246479e-07,"MYH11","protein_coding"
"ENSG00000135451",1207.35765657613,1.42250692219397,0.237418041048803,5.99157046326384,2.0782424224076e-09,5.88466266246479e-07,"TROAP","protein_coding"
"ENSG00000154027",570.945835547045,-2.43098039661425,0.406217125081999,-5.98443602328073,2.17140915820501e-09,6.09848206261724e-07,"AK5","protein_coding"
"ENSG00000145386",1957.04696259365,1.26928170247392,0.213428710342543,5.94709915285897,2.72936096166427e-09,7.4904629207719e-07,"CCNA2","protein_coding"
"ENSG00000177602",237.757851751764,1.14880179988069,0.193150582530838,5.9477004150235,2.71935712504508e-09,7.4904629207719e-07,"HASPIN","protein_coding"
"ENSG00000185480",418.939085457111,1.10636919496944,0.186040209258329,5.94693587681989,2.73208374009917e-09,7.4904629207719e-07,"PARPBP","protein_coding"
"ENSG00000250538",7.05590895739412,-5.5175673642045,0.930314016092129,-5.93086556664121,3.013418651326e-09,8.19673600866588e-07,"AC104407.1","lncRNA"
"ENSG00000174371",1394.94668477281,1.27701385377697,0.21542963748717,5.92775380710104,3.07106459704515e-09,8.28827550819725e-07,"EXO1","protein_coding"
"ENSG00000187840",4874.44037761759,1.9258279707912,0.325250751526633,5.92105617512617,3.1988056249283e-09,8.56610390024405e-07,"EIF4EBP1","protein_coding"
"ENSG00000186185",1166.35638517154,1.36503292195897,0.230644958400806,5.91832976286814,3.25227393579465e-09,8.64229254707895e-07,"KIF18B","protein_coding"
"ENSG00000170075",137.288789734429,2.48012506378048,0.419432829294779,5.91304468930218,3.35841010760853e-09,8.78911190661641e-07,"GPR37L1","protein_coding"
"ENSG00000263513",27.8639534645131,1.99772464372299,0.337820016667829,5.91357689052307,3.34757145153655e-09,8.78911190661641e-07,"FAM72C","protein_coding"
"ENSG00000086570",989.994747152595,-2.41293413531241,0.408902609826445,-5.90099959581221,3.61305792047564e-09,9.31440939274859e-07,"FAT2","protein_coding"
"ENSG00000094804",1935.64893628058,1.26107690266993,0.213685353098877,5.90155986070978,3.60080728102858e-09,9.31440939274859e-07,"CDC6","protein_coding"
"ENSG00000101057",5829.44261489392,1.7526405956221,0.297489790113781,5.89143108054823,3.82865335901824e-09,9.79709853979889e-07,"MYBL2","protein_coding"
"ENSG00000155495",58.7131170683705,5.30158661579313,0.9003665697795,5.88825351111325,3.90298108903344e-09,9.91385895004854e-07,"MAGEC1","protein_coding"
"ENSG00000002726",113.537037539154,2.75568617146874,0.468266921540361,5.88486191252614,3.98386469320166e-09,1.00454456807775e-06,"AOC1","protein_coding"
"ENSG00000179059",171.68434843003,6.64436635618922,1.12953199029266,5.88240653057348,4.04343691768184e-09,1.01217774145883e-06,"ZFP42","protein_coding"
"ENSG00000119147",114.056089868097,-2.70996552456749,0.461005207541547,-5.87838375843783,4.1429157468178e-09,1.02961888110663e-06,"ECRG4","protein_coding"
"ENSG00000171848",4313.82158574828,1.27859296663235,0.217820046425542,5.86995084986091,4.35924352376966e-09,1.07564333949016e-06,"RRM2","protein_coding"
"ENSG00000109805",1459.02977003225,1.22480535261137,0.208778982403442,5.86651653586741,4.45045901785757e-09,1.08268385050627e-06,"NCAPG","protein_coding"
"ENSG00000178726",1809.54249742728,-1.60192954061006,0.273026110579485,-5.86731260687865,4.42915138868151e-09,1.08268385050627e-06,"THBD","protein_coding"
"ENSG00000126787",1718.86010513522,1.34334192913892,0.229141281646533,5.86250508632103,4.55935640164209e-09,1.0937706034356e-06,"DLGAP5","protein_coding"
"ENSG00000261061",342.984396367536,1.23747959583929,0.211054696083006,5.86331230153057,4.53723686462428e-09,1.0937706034356e-06,"AC092718.4","lncRNA"
"ENSG00000121152",1574.34701093097,1.18609510416462,0.202687883468424,5.85183033079228,4.86192483852438e-09,1.15159181586517e-06,"NCAPH","protein_coding"
"ENSG00000170893",356.744757670094,-3.51318726408152,0.600471384780514,-5.85071554303236,4.89462705151624e-09,1.15159181586517e-06,"TRH","protein_coding"
"ENSG00000173809",510.871616137447,-3.63468548705981,0.621258554926929,-5.85051981696624,4.90039070580922e-09,1.15159181586517e-06,"TDRD12","protein_coding"
"ENSG00000280081",108.351213143071,6.22439802809807,1.06587419361784,5.8397117271138,5.22912230940919e-09,1.2205407444496e-06,"LINC01667","transcribed_processed_pseudogene"
"ENSG00000117650",2306.29393137234,1.16813469526905,0.200125456328761,5.83701202584677,5.31452614019374e-09,1.23214970142948e-06,"NEK2","protein_coding"
"ENSG00000093009",954.69036855292,1.19644105782604,0.205166985138158,5.83154768794971,5.49156120602014e-09,1.26367650834343e-06,"CDC45","protein_coding"
"ENSG00000149090",338.505791594751,-1.79987521394529,0.308696003714348,-5.8305750391599,5.52366920711703e-09,1.26367650834343e-06,"PAMR1","protein_coding"
"ENSG00000170312",4335.15583629935,1.28536963402715,0.220651103442493,5.82534876995143,5.69934491024075e-09,1.29528861792281e-06,"CDK1","protein_coding"
"ENSG00000134690",2104.69904797776,1.0684488324772,0.183564664562942,5.82055830309782,5.8651378859665e-09,1.32425613248832e-06,"CDCA8","protein_coding"
"ENSG00000124205",154.44008433909,-3.70237205080708,0.636264816785067,-5.81891683012509,5.92301948309676e-09,1.32864096132193e-06,"EDN3","protein_coding"
"ENSG00000140534",837.54170115245,1.26418888040811,0.217307797612004,5.81750353323852,5.97329999434593e-09,1.33127515035277e-06,"TICRR","protein_coding"
"ENSG00000176165",30.0982299106785,5.73369510170609,0.986649538220909,5.81127835122174,6.19975790992492e-09,1.36414418470291e-06,"FOXG1","protein_coding"
"ENSG00000230033",11.1061580004609,5.91236475350895,1.01735510253565,5.81150548001675,6.19135062558996e-09,1.36414418470291e-06,"AC006357.1","lncRNA"
"ENSG00000183856",3631.28668518174,1.18272529541785,0.203913627313791,5.80012876529245,6.62640165488433e-09,1.44879142511379e-06,"IQGAP3","protein_coding"
"ENSG00000138160",3385.57579177312,1.12323851092617,0.193833758596461,5.79485492650751,6.83802646525231e-09,1.48565801410152e-06,"KIF11","protein_coding"
"ENSG00000132821",347.566621056533,2.83628640105379,0.489622257199995,5.79280528886426,6.92203425628455e-09,1.48970137413408e-06,"VSTM2L","protein_coding"
"ENSG00000156802",7071.63867715629,1.25181899973814,0.216117764127955,5.79230034508866,6.94288381055395e-09,1.48970137413408e-06,"ATAD2","protein_coding"
"ENSG00000187048",28.3289798875641,-2.94593150569205,0.509473703183977,-5.78230335988163,7.36846765916532e-09,1.5712575017646e-06,"CYP4A11","protein_coding"
"ENSG00000117525",1493.94809655018,-2.00141750416706,0.347445582637558,-5.76037688829925,8.39263256124566e-09,1.76782616968434e-06,"F3","protein_coding"
"ENSG00000163808",1168.21777789851,1.24625718375977,0.216343900833236,5.76053763919336,8.38464295704691e-09,1.76782616968434e-06,"KIF15","protein_coding"
"ENSG00000130988",109.170881663293,-2.03475718556222,0.353624909367672,-5.75399846464616,8.71569480019841e-09,1.82474955680518e-06,"RGN","protein_coding"
"ENSG00000239218",65.8562024886319,2.81658978436018,0.490292070174503,5.74471821124439,9.20741886406378e-09,1.91608605216315e-06,"RPS20P22","transcribed_processed_pseudogene"
"ENSG00000215869",13.7310468694098,3.37844067315749,0.588885572368308,5.73700703783673,9.63642541646337e-09,1.98900782109026e-06,"AC092506.1","transcribed_processed_pseudogene"
"ENSG00000233922",40.8871382041608,3.10985663544769,0.542130151407873,5.73636538637745,9.67298636396478e-09,1.98900782109026e-06,"LINC01694","lncRNA"
"ENSG00000130829",126.080922239869,2.77766542256647,0.484929980253387,5.72797215201065,1.01638245643691e-08,2.0762190573733e-06,"DUSP9","protein_coding"
"ENSG00000182481",12539.1308118148,1.0053951301666,0.175551047295432,5.72708135699488,1.0217317694412e-08,2.0762190573733e-06,"KPNA2","protein_coding"
"ENSG00000138092",742.162293451726,0.757440220069056,0.132321786391884,5.72422909879573,1.03904459003255e-08,2.08684856759735e-06,"CENPO","protein_coding"
"ENSG00000259129",36.4767763803441,5.20664614322844,0.909477389737149,5.72487694799453,1.03508738110508e-08,2.08684856759735e-06,"LINC00648","lncRNA"
"ENSG00000168477",873.332999707523,-2.1933904589817,0.383398823003891,-5.72091077848571,1.05954529614544e-08,2.11572209568465e-06,"TNXB","protein_coding"
"ENSG00000035499",575.116300872725,1.21826259048539,0.213043618799684,5.71837165247775,1.07549706980542e-08,2.13523254462231e-06,"DEPDC1B","protein_coding"
"ENSG00000187741",952.358325127781,1.2525464529785,0.219123624420132,5.71616345016708,1.08955941192719e-08,2.15079027914427e-06,"FANCA","protein_coding"
"ENSG00000248779",230.153572818144,-3.90431166885892,0.683190504995239,-5.7148213277439,1.0981934939989e-08,2.15551671876092e-06,"AC093297.1","lncRNA"
"ENSG00000109674",332.229377077766,1.32234703201813,0.231547810319282,5.71090277292946,1.1237843767423e-08,2.18306983875026e-06,"NEIL3","protein_coding"
